Respondent,Age,Gender,COVID-19 Jab?,Race,Any reason for Hesitation,Reasons for Hesitation,Hesistation Status,Trust Level,Safety Level,Confidence Level,Accessibility ,Obstacles,Reasons for Hesitation_pol,Reasons for Hesitation_subj,Reasons for Hesitation_sent,Obstacles_sent,Accessibility_sent,Accessibility_n,Obstacles_n,Reasons for Hesitation_n,Respondent_n,Race_n,Confidence Level_n,Trust Level_n,Safety Level_n,Cluster,Obstacles_tk,Reasons for Hesitation_tk,Accessibility_tk 
Student,38,1,0,White,3.0,affects,3.0,Somewhat trust,Not sure,Only slightly confident,better explanation qualifies stage/how physically getting it.,unknown long term affects,0.0,0.0,neutral,negative,positive,365,642,175,1,18,2,4,2,3,"['unknown', 'long', 'term', 'affects']",['affects'],"['better', 'explanation', 'qualifies', 'stage/how', 'physically', 'getting', 'it', '.']"
Student,45,2,0,White,2.0,affects,3.0,Mostly trust,Very safe,Very confident,Time,time feel weather. Time huge issue right now!!,0.0,0.0,neutral,positive,neutral,284,604,175,1,18,4,2,3,3,"['time', 'feel', 'weather', '.', 'Time', 'huge', 'issue', 'right', 'now', '!', '!']",['affects'],['Time']
Student,32,2,0,White,2.0,affects,3.0,Mostly trust,Mostly safe,Very confident,Drive-thru,town,0.0,0.0,neutral,neutral,neutral,67,620,175,1,18,4,2,0,3,['town'],['affects'],['Drive-thru']
Staff,21,2,0,White,2.0,affects,3.0,Mostly trust,Mostly safe,Very confident,Drive-thru,town,0.0,0.0,neutral,neutral,neutral,67,620,175,0,18,4,2,0,3,['town'],['affects'],['Drive-thru']
Student,20,1,1,White,2.0,affects,0.0,Not sure,Mostly safe,Only slightly confident,send email. lmk,idk fuck shit spring break ass schedule y'all jackasses gave,0.0,0.0,neutral,negative,neutral,651,431,175,1,18,2,3,0,0,"['idk', 'fuck', 'shit', 'spring', 'break', 'ass', 'schedule', ""y'all"", 'jackasses', 'gave']",['affects'],"['send', 'email', '.', 'lmk']"
Student,21,2,0,White,1.0,causes infertility,0.0,Not sure,Very safe,Very confident,given appointment works class schedule.,able appointment time,0.0,0.0,neutral,positive,neutral,486,272,190,1,18,4,3,3,1,"['able', 'appointment', 'time']","['causes', 'infertility']","['given', 'appointment', 'works', 'class', 'schedule', '.']"
Student,18,2,0,White,1.0,causes infertility,3.0,Not sure,Very safe,Very confident,given appointment works class schedule.,able appointment time,0.0,0.0,neutral,positive,neutral,486,272,190,1,18,4,3,3,1,"['able', 'appointment', 'time']","['causes', 'infertility']","['given', 'appointment', 'works', 'class', 'schedule', '.']"
Student,22,2,1,White,2.0,causes infertility,0.0,Mostly trust,Mostly safe,Somewhat confident,Tell it.,Child care,0.0,0.0,neutral,neutral,neutral,280,27,190,1,18,3,2,0,4,"['Child', 'care']","['causes', 'infertility']","['Tell', 'it', '.']"
Student,20,3,0,White,3.0,causes infertility,3.0,Mostly trust,Very safe,Somewhat confident,told available,"told available, able certain dates/times",0.0,0.0,neutral,positive,positive,676,618,190,1,18,3,2,3,3,"['told', 'available', ',', 'able', 'certain', 'dates/times']","['causes', 'infertility']","['told', 'available']"
Student,20,3,0,White,3.0,causes infertility,3.0,Mostly trust,Very safe,Somewhat confident,told available,"told available, able certain dates/times",0.0,0.0,neutral,positive,positive,676,618,190,1,18,3,2,3,3,"['told', 'available', ',', 'able', 'certain', 'dates/times']","['causes', 'infertility']","['told', 'available']"
Staff,44,3,1,White,3.0,causes infertility,0.0,Mostly trust,Very safe,Somewhat confident,told available,"told available, able certain dates/times",0.0,0.0,neutral,positive,positive,676,618,190,0,18,3,2,3,3,"['told', 'available', ',', 'able', 'certain', 'dates/times']","['causes', 'infertility']","['told', 'available']"
Staff,21,2,1,White,2.0,causes infertility,0.0,Mostly trust,Very safe,Somewhat confident,"Nothing, definitely",Location,0.0,0.0,neutral,neutral,neutral,224,145,190,0,18,3,2,3,2,['Location'],"['causes', 'infertility']","['Nothing', ',', 'definitely']"
Student,19,2,0,White,2.0,causes infertility,3.0,Mostly trust,Very safe,Somewhat confident,"Nothing, definitely",Location,0.0,0.0,neutral,neutral,neutral,224,145,190,1,18,3,2,3,2,['Location'],"['causes', 'infertility']","['Nothing', ',', 'definitely']"
Student,32,1,1,White,1.0,J&J vaccine makes use aborted tissues,3.0,Mostly trust,Mostly safe,Somewhat confident,"Location, knowledge kind vaccine.",information ahead time type/manufacturing,0.0,0.0,neutral,neutral,positive,198,438,89,1,18,3,2,0,0,"['information', 'ahead', 'time', 'type/manufacturing']","['J', '&', 'J', 'vaccine', 'makes', 'use', 'aborted', 'tissues']","['Location', ',', 'knowledge', 'kind', 'vaccine', '.']"
Staff,19,2,0,"Hispanic or Latinx,White,Biracial / Multiracial / Mixed",2.0,J&J vaccine makes use aborted tissues,3.0,Completely trust,Very safe,Very confident,campus vaccination,Time,0.0,0.0,neutral,neutral,neutral,378,235,89,0,15,4,0,3,2,['Time'],"['J', '&', 'J', 'vaccine', 'makes', 'use', 'aborted', 'tissues']","['campus', 'vaccination']"
Student,19,2,0,Asian,2.0,J&J vaccine makes use aborted tissues,3.0,Mostly trust,Very safe,Somewhat confident,campus vaccination,Time,0.0,0.0,neutral,neutral,neutral,378,235,89,1,5,3,2,3,2,['Time'],"['J', '&', 'J', 'vaccine', 'makes', 'use', 'aborted', 'tissues']","['campus', 'vaccination']"
Student,20,1,0,White,2.0,J&J vaccine makes use aborted tissues,3.0,Completely trust,Mostly safe,Somewhat confident,waiting list lines crowds avoided.,"Confusing location directions, paperwork, etc.",0.0,0.0,neutral,negative,neutral,713,39,89,1,18,3,0,0,2,"['Confusing', 'location', 'directions', ',', 'paperwork', ',', 'etc', '.']","['J', '&', 'J', 'vaccine', 'makes', 'use', 'aborted', 'tissues']","['waiting', 'list', 'lines', 'crowds', 'avoided', '.']"
Student,20,1,0,White,2.0,J&J vaccine makes use aborted tissues,3.0,Completely trust,Mostly safe,Somewhat confident,waiting list lines crowds avoided.,"Confusing location directions, paperwork, etc.",0.0,0.0,neutral,negative,neutral,713,39,89,1,18,3,0,0,2,"['Confusing', 'location', 'directions', ',', 'paperwork', ',', 'etc', '.']","['J', '&', 'J', 'vaccine', 'makes', 'use', 'aborted', 'tissues']","['waiting', 'list', 'lines', 'crowds', 'avoided', '.']"
Staff,19,2,1,White,1.0,General disruption everyday life days Johnson & Johnson,3.0,Somewhat trust,Mostly safe,Somewhat confident,research outcome/results,hearing poor effects,-0.11666666666666665,0.4000000000000001,negative,negative,positive,637,424,57,0,18,3,4,0,0,"['hearing', 'poor', 'effects']","['General', 'disruption', 'everyday', 'life', 'days', 'Johnson', '&', 'Johnson']","['research', 'outcome/results']"
Student,20,2,0,White,1.0,General disruption everyday life days Johnson & Johnson,3.0,Somewhat trust,Mostly safe,Somewhat confident,research outcome/results,hearing poor effects,-0.11666666666666665,0.4000000000000001,negative,negative,positive,637,424,57,1,18,3,4,0,0,"['hearing', 'poor', 'effects']","['General', 'disruption', 'everyday', 'life', 'days', 'Johnson', '&', 'Johnson']","['research', 'outcome/results']"
Student,24,2,1,White,1.0,General disruption everyday life days Johnson & Johnson,0.0,Somewhat trust,Mostly safe,Somewhat confident,research outcome/results,hearing poor effects,-0.11666666666666665,0.4000000000000001,negative,negative,positive,637,424,57,1,18,3,4,0,0,"['hearing', 'poor', 'effects']","['General', 'disruption', 'everyday', 'life', 'days', 'Johnson', '&', 'Johnson']","['research', 'outcome/results']"
Student,19,1,1,White,3.0,General disruption everyday life days Johnson & Johnson,0.0,Somewhat trust,Mostly safe,Somewhat confident,vaccine shown foolproof accuracy protecting virus,Time,-0.11666666666666665,0.4000000000000001,negative,neutral,neutral,708,235,57,1,18,3,4,0,2,['Time'],"['General', 'disruption', 'everyday', 'life', 'days', 'Johnson', '&', 'Johnson']","['vaccine', 'shown', 'foolproof', 'accuracy', 'protecting', 'virus']"
Student,21,2,0,Hispanic or Latinx,2.0,General disruption everyday life days Johnson & Johnson,3.0,Completely trust,Very safe,Very confident,vaccine shown foolproof accuracy protecting virus,Time,-0.11666666666666665,0.4000000000000001,negative,neutral,neutral,708,235,57,1,13,4,0,3,2,['Time'],"['General', 'disruption', 'everyday', 'life', 'days', 'Johnson', '&', 'Johnson']","['vaccine', 'shown', 'foolproof', 'accuracy', 'protecting', 'virus']"
Student,18,2,0,White,3.0,General disruption everyday life days Johnson & Johnson,3.0,Mostly trust,Very safe,Very confident,University reach sign time slot receive it.,university open how/where vaccine available me.,-0.11666666666666665,0.4000000000000001,negative,positive,neutral,295,641,57,1,18,4,2,3,0,"['university', 'open', 'how/where', 'vaccine', 'available', 'me', '.']","['General', 'disruption', 'everyday', 'life', 'days', 'Johnson', '&', 'Johnson']","['University', 'reach', 'sign', 'time', 'slot', 'receive', 'it', '.']"
Student,21,2,0,White,2.0,General disruption everyday life days Johnson & Johnson,3.0,Completely trust,Very safe,Very confident,easier!,difficult.,-0.11666666666666665,0.4000000000000001,negative,negative,neutral,445,347,57,1,18,4,0,3,0,"['difficult', '.']","['General', 'disruption', 'everyday', 'life', 'days', 'Johnson', '&', 'Johnson']","['easier', '!']"
Student,19,2,0,White,2.0,General disruption everyday life days Johnson & Johnson,3.0,Mostly trust,Mostly safe,Very confident,close,Transportation,-0.11666666666666665,0.4000000000000001,negative,neutral,neutral,398,245,57,1,18,4,2,0,2,['Transportation'],"['General', 'disruption', 'everyday', 'life', 'days', 'Johnson', '&', 'Johnson']",['close']
Student,19,1,0,White,3.0,General disruption everyday life days Johnson & Johnson,3.0,Mostly trust,Very safe,Very confident,organized accessible way distributing vaccines.,particular.,-0.11666666666666665,0.4000000000000001,negative,positive,positive,592,537,57,1,18,4,2,3,0,"['particular', '.']","['General', 'disruption', 'everyday', 'life', 'days', 'Johnson', '&', 'Johnson']","['organized', 'accessible', 'way', 'distributing', 'vaccines', '.']"
Student,60,2,0,White,2.0,General disruption everyday life days Johnson & Johnson,3.0,Mostly trust,Very safe,Somewhat confident,scheduled tomorrow App State,particular.,-0.11666666666666665,0.4000000000000001,negative,positive,neutral,644,537,57,1,18,3,2,3,0,"['particular', '.']","['General', 'disruption', 'everyday', 'life', 'days', 'Johnson', '&', 'Johnson']","['scheduled', 'tomorrow', 'App', 'State']"
Staff,19,2,0,Black or African American,2.0,General disruption everyday life days Johnson & Johnson,3.0,Completely trust,Very safe,Very confident,questions asked,questions asked,-0.11666666666666665,0.4000000000000001,negative,neutral,neutral,621,552,57,0,10,4,0,3,0,"['questions', 'asked']","['General', 'disruption', 'everyday', 'life', 'days', 'Johnson', '&', 'Johnson']","['questions', 'asked']"
Student,21,2,0,White,2.0,General disruption everyday life days Johnson & Johnson,3.0,Somewhat trust,Mostly safe,Somewhat confident,Text updates,Scheduling,-0.11666666666666665,0.4000000000000001,negative,neutral,neutral,283,219,57,1,18,3,4,0,2,['Scheduling'],"['General', 'disruption', 'everyday', 'life', 'days', 'Johnson', '&', 'Johnson']","['Text', 'updates']"
Student,20,2,0,White,2.0,General disruption everyday life days Johnson & Johnson,3.0,Somewhat trust,Mostly safe,Somewhat confident,Text updates,Scheduling,-0.11666666666666665,0.4000000000000001,negative,neutral,neutral,283,219,57,1,18,3,4,0,2,['Scheduling'],"['General', 'disruption', 'everyday', 'life', 'days', 'Johnson', '&', 'Johnson']","['Text', 'updates']"
Student,19,2,1,White,2.0,General disruption everyday life days Johnson & Johnson,0.0,Somewhat trust,Not sure,Somewhat confident,vaccine availability times,"times it, Covid",-0.11666666666666665,0.4000000000000001,negative,neutral,neutral,694,617,57,1,18,3,4,2,0,"['times', 'it', ',', 'Covid']","['General', 'disruption', 'everyday', 'life', 'days', 'Johnson', '&', 'Johnson']","['vaccine', 'availability', 'times']"
Student,19,2,0,White,2.0,General disruption everyday life days Johnson & Johnson,3.0,Somewhat trust,Not sure,Somewhat confident,vaccine availability times,"times it, Covid",-0.11666666666666665,0.4000000000000001,negative,neutral,neutral,694,617,57,1,18,3,4,2,0,"['times', 'it', ',', 'Covid']","['General', 'disruption', 'everyday', 'life', 'days', 'Johnson', '&', 'Johnson']","['vaccine', 'availability', 'times']"
Student,21,2,1,White,2.0,General disruption everyday life days Johnson & Johnson,0.0,Completely trust,Very safe,Very confident,Easy sign,Hard figure it.,-0.11666666666666665,0.4000000000000001,negative,negative,positive,85,85,57,1,18,4,0,3,2,"['Hard', 'figure', 'it', '.']","['General', 'disruption', 'everyday', 'life', 'days', 'Johnson', '&', 'Johnson']","['Easy', 'sign']"
Student,20,2,0,White,1.0,Weird symptoms,0.0,Somewhat trust,Not safe at all,Only slightly confident,cost,effects,-0.5,1.0,negative,neutral,neutral,415,369,170,1,18,2,4,1,1,['effects'],"['Weird', 'symptoms']",['cost']
Student,19,1,0,White,2.0,Weird symptoms,3.0,Completely trust,Very safe,Very confident,email providing information instruction,lack organization,-0.5,1.0,negative,neutral,neutral,456,472,170,1,18,4,0,3,0,"['lack', 'organization']","['Weird', 'symptoms']","['email', 'providing', 'information', 'instruction']"
Student,19,1,0,White,2.0,Weird symptoms,3.0,Mostly trust,Very safe,Very confident,Wide spread information getting vaccine,information,-0.5,1.0,negative,neutral,negative,313,436,170,1,18,4,2,3,0,['information'],"['Weird', 'symptoms']","['Wide', 'spread', 'information', 'getting', 'vaccine']"
Student,18,1,0,Asian,2.0,Weird symptoms,3.0,Mostly trust,Mostly safe,Very confident,multiple clinics set campus instead location,long lines vaccine,-0.5,1.0,negative,negative,neutral,565,500,170,1,5,4,2,0,0,"['long', 'lines', 'vaccine']","['Weird', 'symptoms']","['multiple', 'clinics', 'set', 'campus', 'instead', 'location']"
Student,20,2,0,Black or African American,2.0,Weird symptoms,3.0,Mostly trust,Very safe,Somewhat confident,able walk ins schedule appointment,trying Iâ™d fear long process,-0.5,1.0,negative,negative,positive,324,636,170,1,10,3,2,3,3,"['trying', 'Iâ™d', 'fear', 'long', 'process']","['Weird', 'symptoms']","['able', 'walk', 'ins', 'schedule', 'appointment']"
Student,22,2,0,Black or African American,2.0,Weird symptoms,3.0,Mostly trust,Very safe,Somewhat confident,able walk ins schedule appointment,trying Iâ™d fear long process,-0.5,1.0,negative,negative,positive,324,636,170,1,10,3,2,3,3,"['trying', 'Iâ™d', 'fear', 'long', 'process']","['Weird', 'symptoms']","['able', 'walk', 'ins', 'schedule', 'appointment']"
Student,19,2,1,White,2.0,Weird symptoms,0.0,Completely trust,Very safe,Very confident,Emails,Lack structure organization process,-0.5,1.0,negative,neutral,neutral,101,129,170,1,18,4,0,3,2,"['Lack', 'structure', 'organization', 'process']","['Weird', 'symptoms']",['Emails']
Student,19,1,0,White,2.0,Weird symptoms,3.0,Not sure,Not sure,Not sure,knew fact immune getting covid,knowing risks,-0.5,1.0,negative,neutral,neutral,514,467,170,1,18,1,3,2,0,"['knowing', 'risks']","['Weird', 'symptoms']","['knew', 'fact', 'immune', 'getting', 'covid']"
Student,21,3,0,White,2.0,Weird symptoms,3.0,Mostly trust,Very safe,Somewhat confident,place town,Needing travel Boone,-0.5,1.0,negative,neutral,neutral,600,179,170,1,18,3,2,3,2,"['Needing', 'travel', 'Boone']","['Weird', 'symptoms']","['place', 'town']"
Student,20,3,0,White,2.0,Weird symptoms,3.0,Mostly trust,Very safe,Somewhat confident,place town,Needing travel Boone,-0.5,1.0,negative,neutral,neutral,600,179,170,1,18,3,2,3,2,"['Needing', 'travel', 'Boone']","['Weird', 'symptoms']","['place', 'town']"
Student,20,2,1,White,1.0,"information vaccine ""misinformation"" plant seeds doubt ways. doubt vaccine helps covid exists like concerns isnt covid vaccine thats vaccines general.",3.0,Do not trust at all,Not safe at all,Only slightly confident,Giving choice not. making able daily business giving vaccinated abilities gather wear masks incentivise getting vaccinated.,beliefs feelings getting vaccinated general people hateful choose nto university allowing people ostracized unwillingness vaccination,0.125,0.35,positive,positive,positive,132,299,275,1,18,2,1,1,1,"['beliefs', 'feelings', 'getting', 'vaccinated', 'general', 'people', 'hateful', 'choose', 'nto', 'university', 'allowing', 'people', 'ostracized', 'unwillingness', 'vaccination']","['information', 'vaccine', '``', 'misinformation', ""''"", 'plant', 'seeds', 'doubt', 'ways', '.', 'doubt', 'vaccine', 'helps', 'covid', 'exists', 'like', 'concerns', 'isnt', 'covid', 'vaccine', 'thats', 'vaccines', 'general', '.']","['Giving', 'choice', 'not', '.', 'making', 'able', 'daily', 'business', 'giving', 'vaccinated', 'abilities', 'gather', 'wear', 'masks', 'incentivise', 'getting', 'vaccinated', '.']"
Student,20,2,0,White,1.0,"information vaccine ""misinformation"" plant seeds doubt ways. doubt vaccine helps covid exists like concerns isnt covid vaccine thats vaccines general.",3.0,Do not trust at all,Not safe at all,Only slightly confident,Giving choice not. making able daily business giving vaccinated abilities gather wear masks incentivise getting vaccinated.,beliefs feelings getting vaccinated general people hateful choose nto university allowing people ostracized unwillingness vaccination,0.125,0.35,positive,positive,positive,132,299,275,1,18,2,1,1,1,"['beliefs', 'feelings', 'getting', 'vaccinated', 'general', 'people', 'hateful', 'choose', 'nto', 'university', 'allowing', 'people', 'ostracized', 'unwillingness', 'vaccination']","['information', 'vaccine', '``', 'misinformation', ""''"", 'plant', 'seeds', 'doubt', 'ways', '.', 'doubt', 'vaccine', 'helps', 'covid', 'exists', 'like', 'concerns', 'isnt', 'covid', 'vaccine', 'thats', 'vaccines', 'general', '.']","['Giving', 'choice', 'not', '.', 'making', 'able', 'daily', 'business', 'giving', 'vaccinated', 'abilities', 'gather', 'wear', 'masks', 'incentivise', 'getting', 'vaccinated', '.']"
